evaluations raw_y evaporation_rate
1 8.0000000000 1.0000000000
2 8.2000000000 1.0000000000
35 8.4000000000 1.0000000000
105 8.6000000000 1.0000000000
108 8.8000000000 1.0000000000
121 9.0000000000 1.0000000000
149 9.2000000000 1.0000000000
226 9.4000000000 1.0000000000
238 10.4000000000 1.0000000000
416 10.6000000000 1.0000000000
425 10.8000000000 1.0000000000
514 11.0000000000 1.0000000000
539 11.2000000000 1.0000000000
621 11.4000000000 1.0000000000
729 11.6000000000 1.0000000000
769 11.8000000000 1.0000000000
814 12.0000000000 1.0000000000
827 12.2000000000 1.0000000000
838 12.4000000000 1.0000000000
844 12.6000000000 1.0000000000
985 12.8000000000 1.0000000000
1004 13.0000000000 1.0000000000
1033 13.2000000000 1.0000000000
1084 13.4000000000 1.0000000000
1204 13.6000000000 1.0000000000
1224 13.8000000000 1.0000000000
1409 14.0000000000 1.0000000000
1411 14.2000000000 1.0000000000
1452 14.4000000000 1.0000000000
1629 14.6000000000 1.0000000000
1745 14.8000000000 1.0000000000
1846 15.0000000000 1.0000000000
2097 15.2000000000 1.0000000000
2199 15.4000000000 1.0000000000
2360 15.6000000000 1.0000000000
2391 15.8000000000 1.0000000000
3131 16.0000000000 1.0000000000
3407 16.2000000000 1.0000000000
4358 16.4000000000 1.0000000000
100000 16.4000000000 1.0000000000
evaluations raw_y evaporation_rate
1 5.4000000000 1.0000000000
21 5.6000000000 1.0000000000
30 5.8000000000 1.0000000000
51 6.2000000000 1.0000000000
68 6.4000000000 1.0000000000
70 6.6000000000 1.0000000000
99 6.8000000000 1.0000000000
147 7.0000000000 1.0000000000
158 7.2000000000 1.0000000000
160 7.4000000000 1.0000000000
178 7.6000000000 1.0000000000
219 7.8000000000 1.0000000000
220 8.0000000000 1.0000000000
239 8.2000000000 1.0000000000
259 8.4000000000 1.0000000000
334 8.6000000000 1.0000000000
403 8.8000000000 1.0000000000
462 9.0000000000 1.0000000000
508 9.2000000000 1.0000000000
537 9.4000000000 1.0000000000
633 9.6000000000 1.0000000000
750 9.8000000000 1.0000000000
798 10.2000000000 1.0000000000
800 10.4000000000 1.0000000000
804 10.6000000000 1.0000000000
828 10.8000000000 1.0000000000
935 11.0000000000 1.0000000000
957 11.2000000000 1.0000000000
1099 11.4000000000 1.0000000000
1133 11.6000000000 1.0000000000
1137 11.8000000000 1.0000000000
1159 12.0000000000 1.0000000000
1192 12.2000000000 1.0000000000
